categories,rating_count,rating_min,rating_max,rating_mean,rating_std
Employment Agency,2325,1.0,5.0,3.6193548387096772,1.6493530041494864
Heating Contractor,2321,1.0,5.0,4.323998276604912,1.3002574837834848
Water Damage Restoration...,2315,1.0,5.0,4.647084233261339,0.9729859899482038
Pool Hall,2311,1.0,5.0,3.8978797057550842,1.2396584522213059
Beauty School,2310,1.0,5.0,4.43073593073593,1.1535280675228086
Dog Trainer,2302,1.0,5.0,4.538227628149436,1.1253732721270422
Consignment Shop,2295,1.0,5.0,3.8666666666666667,1.4100770722225346
Harley-Davidson Dealer,2294,1.0,5.0,4.4707933740191805,1.146020847853714
Contact Lenses Supplier,2282,1.0,5.0,4.437773882559159,1.2016472493768091
Bankruptcy Attorney,2279,1.0,5.0,4.745502413339183,0.8583605766829459
Office Supply Store,2261,1.0,5.0,3.5970809376382133,1.4983679519905633
Public Golf Course,2239,1.0,5.0,3.925859758820902,1.1821756196498425
Telecommunications Service...,2234,1.0,5.0,3.2188898836168307,1.7334674701821615
Landscaper,2234,1.0,5.0,4.260519247985676,1.3451373334682173
Commercial Real Estate Agency,2233,1.0,5.0,4.414688759516346,1.2597288439044372
Home Inspector,2224,1.0,5.0,4.793615107913669,0.7577072379548135
Produce Market,2224,1.0,5.0,4.308453237410072,1.111507120437803
Health Food Restaurant,2211,1.0,5.0,4.210764360018091,1.0411844560873902
Used Tire Shop,2210,1.0,5.0,4.130316742081448,1.4020725747550589
Religious Organization,2200,1.0,5.0,4.565,1.050066586597833
Chocolate Shop,2179,1.0,5.0,4.413951353832033,0.9778576776142807
Musical Instrument Store,2165,1.0,5.0,4.065127020785219,1.403029645374293
Clothing Alteration Service,2164,1.0,5.0,4.315157116451017,1.2605656742266795
Historical Place,2154,1.0,5.0,4.390436397400186,0.9464635792856896
Craft Store,2146,1.0,5.0,3.9375582479030755,1.3164961629094292
Ski Resort,2141,1.0,5.0,4.122372723026623,1.1720934116722654
Gift Basket Store,2126,1.0,5.0,4.281749764816557,1.2511137421137315
Criminal Justice Attorney,2121,1.0,5.0,4.806694955209807,0.7736049317283014
Divorce Attorney,2118,1.0,5.0,4.614730878186969,1.0494662918291706
Tuxedo Shop,2113,1.0,5.0,3.9266445811642217,1.5140800521749673
Construction Company,2111,1.0,5.0,4.468498342018001,1.1682317702720988
Hookah Bar,2111,1.0,5.0,4.0729512079583134,1.2928468007559286
Stores and Shopping,2108,1.0,5.0,4.120493358633776,1.2426136178165792
Tailor,2106,1.0,5.0,4.354226020892687,1.2527873698361298
Video Arcade,2103,1.0,5.0,3.8421302900618164,1.3187492373635212
Organic Restaurant,2097,1.0,5.0,4.278969957081545,0.9490359147645692
Physical Therapist,2076,1.0,5.0,4.335741811175337,1.2662415608464423
Smog Inspection Station,2068,1.0,5.0,4.284332688588008,1.324623045047479
Beauty Supply Store,2063,1.0,5.0,4.111972855065439,1.3390237534337797
Dance School,2058,1.0,5.0,4.550048590864917,1.0512730424544345
Vacation Home Rental Agency,2058,1.0,5.0,4.437317784256559,1.1351146064370614
Food Store,2055,1.0,5.0,4.218978102189781,1.1202004302364579
History Museum,2054,1.0,5.0,4.462512171372931,0.8382634141387449
GMC Dealer,2053,1.0,5.0,4.498295177788602,1.1608552069328402
Juice Shop,2051,1.0,5.0,4.251584592881521,1.079788224510609
Auto Radiator Repair Service,2051,1.0,5.0,4.38274012676743,1.2795862518203274
Pizza Takeout,2045,1.0,5.0,3.9070904645476774,1.2882783282388222
Carpet Store,2039,1.0,5.0,4.173124080431584,1.3364166344401973
Hobby Shop,2030,1.0,5.0,4.20295566502463,1.2784721402173391
Pet Sitter,2023,1.0,5.0,4.567968363816115,1.0845567200103123
Cabin Rental Agency,2021,1.0,5.0,4.367639782285997,1.1785718076649074
Window Treatment Store,2008,1.0,5.0,4.6010956175298805,0.9521374976704109
Bicycle Rental Service,2001,1.0,5.0,4.3278360819590205,1.247184735761886
Antique Store,1999,1.0,5.0,4.224612306153077,1.2155460046242554
Tex-Mex Restaurant,1991,1.0,5.0,3.8317428427925666,1.1471252800844387
Farmers' Market,1981,1.0,5.0,4.321554770318021,1.0522149824761007
Asian Fusion Restaurant,1970,1.0,5.0,4.051269035532995,1.1222442298505206
Children's Clothing Store,1969,1.0,5.0,3.909598781107161,1.346085219519884
Sportswear Store,1968,1.0,5.0,4.166666666666667,1.2094638956001167
Variety Store,1957,1.0,5.0,3.6969851814001022,1.3474417578062838
Self Defense School,1951,1.0,5.0,4.845207585853409,0.681345836703878
Science Museum,1950,1.0,5.0,4.450256410256411,0.8615481405343053
Tropical Fish Store,1944,1.0,5.0,3.960905349794239,1.4154919646900488
Californian Restaurant,1942,1.0,5.0,4.1493305870236865,0.9018539864989255
Seafood Market,1940,1.0,5.0,4.184536082474227,1.108348013238547
Door Supplier,1923,1.0,5.0,4.100884035361415,1.42419053394265
Golf Driving Range,1919,1.0,5.0,4.016675351745701,1.1889889301805292
Truck Repair Shop,1916,1.0,5.0,4.115866388308977,1.436611487113415
Car Alarm Supplier,1905,1.0,5.0,4.186351706036746,1.4269401403187942
Social Services Organization,1901,1.0,5.0,3.7980010520778538,1.4633113860796936
Recreation,1897,1.0,5.0,4.140748550342646,1.2263415406802258
Flooring Store,1889,1.0,5.0,4.265219692959238,1.3257003533285237
Coin Dealer,1887,1.0,5.0,4.321144674085851,1.2765497157695713
Japanese Steakhouse,1874,1.0,5.0,4.027748132337247,1.2241032537429433
Siding Contractor,1871,1.0,5.0,4.48743987172635,1.1280229349191062
Auto Restoration Service,1857,1.0,5.0,4.50080775444265,1.1675960762100974
Endodontist,1856,1.0,5.0,4.702586206896552,0.9033712200958789
Spa Resort,1851,1.0,5.0,4.061048082117774,1.2529104639437865
Family Law Attorney,1848,1.0,5.0,4.630411255411255,1.0250175662249805
Oral Surgeon,1843,1.0,5.0,4.687466087900162,0.919088341980249
Sign Shop,1834,1.0,5.0,4.558342420937841,1.1025579941052235
Landscape Designer,1826,1.0,5.0,4.519715224534502,1.0843318129162933
Mortgage Broker,1815,1.0,5.0,4.827548209366391,0.6694723808795796
Camp,1815,1.0,5.0,4.454545454545454,1.072354826169202
Diamond Dealer,1814,1.0,5.0,4.730981256890849,0.8682418005651495
Life Insurance Agency,1794,1.0,5.0,4.789297658862877,0.7719115692535286
Indoor Lodging,1790,1.0,5.0,3.9189944134078214,1.3559496021656792
Truck Rental Agency,1790,1.0,5.0,3.4899441340782125,1.6585768065268827
Community College,1789,1.0,5.0,3.8820570150922302,1.422909792077319
Used Book Store,1786,1.0,5.0,4.184210526315789,1.191095519278786
Catholic Church,1783,1.0,5.0,4.493550196298374,1.021562102200232
Karaoke Bar,1775,1.0,5.0,3.8726760563380282,1.2398914353892103
Security System Supplier,1771,1.0,5.0,4.434782608695652,1.241745034034958
Software Company,1771,1.0,5.0,3.8865047995482778,1.6166834057102772
Party Planner,1770,1.0,5.0,4.273446327683616,1.187282330150396
Vitamin & Supplements Store,1768,1.0,5.0,4.301470588235294,1.1904915156927334
Data Recovery Service,1762,1.0,5.0,4.728717366628831,0.8685059659329937
Comedy Club,1760,1.0,5.0,4.04375,1.167503726622356
Beach Resort,1730,1.0,5.0,3.7953757225433526,1.3590650610780617
Jewelry Buyer,1729,1.0,5.0,4.466165413533835,1.1627590005912063
Cadillac Dealer,1723,1.0,5.0,4.419616947185142,1.2413737068790955
Shipping and Mailing,1722,1.0,5.0,3.163763066202091,1.6814638373900064
Used Clothing Store,1712,1.0,5.0,3.566588785046729,1.4602484273612981
Real Estate Rental Agency,1705,1.0,5.0,3.950733137829912,1.5799992540962378
Pain Management Physician,1700,1.0,5.0,4.66,0.989491578772375
Internet Cafe,1699,1.0,5.0,4.290759270158917,1.081040407708539
Glass Repair Service,1694,1.0,5.0,4.615702479338843,1.0146075198830231
Cajun Restaurant,1665,1.0,5.0,4.140540540540541,1.0999108119201275
Irish Restaurant,1663,1.0,5.0,4.003006614552015,1.0700453129083083
Outlet Mall,1654,1.0,5.0,4.148125755743652,1.0801820301670024
Watch Repair Service,1652,1.0,5.0,4.35774818401937,1.2937839607739745
Advertising Agency,1651,1.0,5.0,4.619018776499091,1.0231747415610115
Library,1642,1.0,5.0,4.25700365408039,1.1482292909332275
Nutritionist,1637,1.0,5.0,4.749541844838118,0.8122353457946825
Monument,1635,1.0,5.0,4.418960244648318,0.9236496420230144
Pasta Shop,1634,1.0,5.0,4.052631578947368,1.1652957027458923
Camera Store,1627,1.0,5.0,3.969883220651506,1.4219168925541428
Baseball Field,1627,1.0,5.0,4.466502765826675,0.9013193830268483
Cemetery,1613,1.0,5.0,4.1735895846249225,1.1509503345695664
Jujitsu School,1609,1.0,5.0,4.803604723430702,0.7571956199314333
Funeral Home,1600,1.0,5.0,4.518125,1.0789574030277864
Appliance Parts Supplier,1595,1.0,5.0,4.28025078369906,1.3319092954086857
Notary Public,1588,1.0,5.0,4.222292191435768,1.3814257213404855
Washer & Dryer Repair Service,1587,1.0,5.0,4.504095778197858,1.1175329119233355
Animal Shelter,1586,1.0,5.0,3.580706179066835,1.6118977214461963
Dermatologist,1583,1.0,5.0,4.048641819330386,1.5045767892452355
Lobster Restaurant,1579,1.0,5.0,3.8556048131728944,1.2033639734512545
Used Computer Store,1579,1.0,5.0,4.360354654844839,1.2756762667352508
Bedroom Furniture Store,1578,1.0,5.0,4.098225602027884,1.4020039629184755
Attraction,1568,1.0,5.0,4.186224489795919,1.105079774306409
Health,1567,1.0,5.0,3.8934269304403317,1.5003623013679874
Trial Attorney,1560,1.0,5.0,4.835897435897436,0.7000365350997754
Beverages,1557,1.0,5.0,3.7315350032113037,1.3480876752051605
Garbage Collection Service,1550,1.0,5.0,3.5451612903225804,1.7263272435693866
"Manufacturing, Mining...",1549,1.0,5.0,3.985151710781149,1.4316148182911808
RV Dealer,1540,1.0,5.0,4.003246753246753,1.4961470477382839
British Restaurant,1534,1.0,5.0,4.110169491525424,0.9978389421265026
City Government Office,1532,1.0,5.0,3.427545691906005,1.5933724533770015
Handyman,1530,1.0,5.0,4.7,0.8774852587553237
Police Department,1530,1.0,5.0,2.7738562091503267,1.628264542626805
Furnished Apartment Building,1530,1.0,5.0,3.5542483660130717,1.564400683993419
Emergency Care Physician,1529,1.0,5.0,3.802485284499673,1.5683282517325663
Party Equipment Rental Service,1525,1.0,5.0,4.4190163934426225,1.2137792990239
Jewelry Appraiser,1523,1.0,5.0,4.666447800393959,0.9579035236962437
Video Store,1515,1.0,5.0,3.7597359735973597,1.4503094678160524
Wheel Store,1511,1.0,5.0,4.182660489741893,1.4070742989159093
Sunglasses Store,1507,1.0,5.0,4.37027206370272,1.2468787561104309
Lincoln Mercury Dealer,1505,1.0,5.0,4.373421926910299,1.275312038651116
Wedding Planner,1494,1.0,5.0,4.599732262382865,0.9958520445553031
Belgian Restaurant,1493,1.0,5.0,4.069658405894173,0.9308373258540329
Children's Hospital,1484,1.0,5.0,3.8726415094339623,1.551309290901431
African Restaurant,1474,0.0,5.0,4.151967435549525,1.018484722499044
Gold Dealer,1471,1.0,5.0,4.472467709041468,1.1753230681105407
Boat Dealer,1466,1.0,5.0,4.04774897680764,1.44964573090651
Warehouse,1465,1.0,5.0,3.8313993174061434,1.441328800091156
Southwestern Restaurant (US),1454,1.0,5.0,3.9958734525447044,1.0669196034716177
Automobile Storage Facility,1448,1.0,5.0,4.642265193370166,0.9296964192910884
Refrigerator Repair Service,1427,1.0,5.0,4.501051156271899,1.1386208850278448
Natural Foods Store,1424,1.0,5.0,4.365870786516854,0.996261924225644
Lawn Mower Store,1413,1.0,5.0,3.7820240622788392,1.5546839151119587
Miniature Golf Course,1412,1.0,5.0,3.9596317280453257,1.2573522990946826
DJ,1402,1.0,5.0,4.462196861626248,1.0499639481476706
Wholesale Bakery,1402,1.0,5.0,4.319543509272468,1.0920661607856657
Farm,1402,1.0,5.0,4.159058487874465,1.3484678055856298
Shoe Repair Shop,1401,1.0,5.0,4.209850107066381,1.3126592606837917
Plumbing Supply Store,1396,1.0,5.0,4.303008595988539,1.2399639733166394
Noodle Shop,1383,1.0,5.0,4.026030368763558,1.0218534374861457
Grocery Store or Supermarket,1369,1.0,5.0,4.027027027027027,1.2383964353122763
Sports Activity Location,1369,1.0,5.0,4.084733382030679,1.3196033560555949
Lebanese Restaurant,1365,1.0,5.0,4.16996336996337,1.0757826374852568
Interior Designer,1360,1.0,5.0,4.560294117647059,1.0703908092090713
Auto Broker,1356,1.0,5.0,4.406342182890856,1.2541018918529632
Guitar Store,1355,1.0,5.0,4.137269372693727,1.3605726639593936
Music Store,1352,1.0,5.0,4.082100591715976,1.3188512020712129
Kosher Restaurant,1351,1.0,5.0,3.9844559585492227,1.0922872960595065
Massage,1349,1.0,5.0,4.223128243143069,1.3174919970629342
Business Management Consultant,1343,1.0,5.0,4.3924050632911396,1.270495910912929
Recycling Center,1342,1.0,5.0,3.829359165424739,1.5135291560623332
Pain Control Clinic,1336,1.0,5.0,4.6609281437125745,0.9391208132870399
Packaging Supply Store,1333,1.0,5.0,4.114778694673668,1.421478014086299
Car Battery Store,1329,1.0,5.0,4.08201655379985,1.4395605178892361
Church of Jesus Christ of...,1329,1.0,5.0,4.8246802106847255,0.7103741214224387
RV Storage Facility,1323,1.0,5.0,4.587301587301587,1.024165896798661
Association or Organization,1317,1.0,5.0,4.002277904328018,1.311335071761166
Peruvian Restaurant,1312,1.0,5.0,4.040396341463414,1.0841268562085986
Obstetrician-Gynecologist,1306,1.0,5.0,3.8889739663093414,1.5479318114207503
Firearms Academy,1306,1.0,5.0,4.506891271056662,1.0962974882781467
Concrete Contractor,1306,1.0,5.0,4.465543644716692,1.157004145676599
Auditorium,1303,1.0,5.0,4.039140445126631,1.1774258669964344
Country Club,1294,1.0,5.0,4.12982998454405,1.2154549250638729
Turkish Restaurant,1292,1.0,5.0,4.127708978328173,1.0210518484806295
Tourist Information Center,1288,1.0,5.0,4.306677018633541,1.1539811759723992
Construction,1285,1.0,5.0,4.131517509727627,1.39390460484054
Credit Union,1283,1.0,5.0,3.677318784099766,1.573575173709407
Botanical Garden,1282,1.0,5.0,4.471138845553822,0.8824032798172468
Fireplace Store,1281,1.0,5.0,4.344262295081967,1.3113627000748271
Copy Shop,1279,1.0,5.0,3.982017200938233,1.5018471661597332
Walk-In Clinic,1278,1.0,5.0,3.9593114241001564,1.5043357317357668
Gutter Cleaning Service,1275,1.0,5.0,4.625882352941177,0.9947057193436322
Gay Bar,1274,1.0,5.0,3.838304552590267,1.3052226766085029
Janitorial Service,1274,1.0,5.0,4.422291993720565,1.1767607380206924
Fish & Chips Restaurant,1267,1.0,5.0,4.0473559589581685,1.1140204583955993
Kickboxing School,1265,1.0,5.0,4.8371541501976285,0.677657540969508
Alternative Medicine...,1264,1.0,5.0,4.462816455696203,1.1738279386801396
Banner Store,1264,1.0,5.0,4.639240506329114,0.9606236719867846
Garden,1264,1.0,5.0,4.503164556962025,0.8663623963897488
Flea Market,1262,1.0,5.0,3.8748019017432647,1.1954907016884329
Infiniti Dealer,1261,1.0,5.0,4.4314036478984935,1.2590360433155336
Boat Rental Service,1258,1.0,5.0,4.168521462639109,1.356874552803226
Youth Organization,1249,1.0,5.0,4.188951160928743,1.2549285932096468
Assisted Living Facility,1247,1.0,5.0,4.199679230152365,1.3387902926096853
Hair Removal Service,1245,1.0,5.0,4.3799196787148595,1.238872656805874
Dress Shop,1245,1.0,5.0,4.118072289156626,1.4209172837452444
Chimney Sweep,1245,1.0,5.0,4.661044176706827,0.957690416858197
Arena,1237,1.0,5.0,4.281325788197251,1.006491320419797
Piano Moving Service,1234,1.0,5.0,4.457860615883306,1.1715430768353
Embroidery Shop,1231,1.0,5.0,4.54995938261576,1.1030915528452945
Immigration Attorney,1230,1.0,5.0,4.738211382113821,0.8900974361967593
Food Service,1227,1.0,5.0,4.227383863080685,1.1620564203789567
Junkyard,1227,1.0,5.0,3.6381418092909534,1.5899703392549769
Paintball Center,1226,1.0,5.0,4.275693311582382,1.2298384366050485
Denture Care Center,1225,1.0,5.0,4.710204081632653,0.9021227910944751
Box Lunch Supplier,1222,1.0,5.0,4.273322422258593,1.0930164405743352
Engine Rebuilding Service,1220,1.0,5.0,4.276229508196721,1.3729815988069887
Holistic Medicine Practitioner,1215,1.0,5.0,4.756378600823045,0.8157672255388054
Federal Government Office,1214,1.0,5.0,3.7446457990115323,1.5195456966580942
Candy Store,1213,1.0,5.0,4.424567188788129,0.9605879910723962
Video Production Service,1212,1.0,5.0,4.742574257425742,0.8237209730149324
Golf Shop,1212,1.0,5.0,4.10973597359736,1.2447760753299826
Wedding Chapel,1207,1.0,5.0,4.420049710024855,1.0965174772697623
Financial Consultant,1202,1.0,5.0,4.4642262895174705,1.2019141444790453
After School Program,1202,1.0,5.0,4.500831946755408,1.0936571225904743
Nonclassified Establishments,1200,1.0,5.0,4.0408333333333335,1.3961101586914835
Used Motorcycle Dealer,1200,1.0,5.0,4.2625,1.3435393549620878
Picture Frame Shop,1196,1.0,5.0,4.395484949832776,1.1388666533736986
Boat Storage Facility,1195,1.0,5.0,4.411715481171548,1.1681980795875724
Golf Resort,1190,1.0,5.0,4.038655462184874,1.21810765036944
Nightlife,1180,1.0,5.0,3.9754237288135594,1.1318083169303745
Dog Sitter,1178,1.0,5.0,4.6926994906621395,0.9644299233184814
Window Cleaning Service,1176,1.0,5.0,4.635204081632653,0.9282802910440213
Jazz Club,1172,1.0,5.0,4.139931740614334,1.00172830773121
Eastern European Restaurant,1169,1.0,5.0,4.192472198460222,0.9852046565023322
Used Auto Parts Store,1168,1.0,5.0,3.627568493150685,1.622198275384977
Parking Garage,1166,1.0,5.0,3.757289879931389,1.5509412996754994
Learning Center,1165,1.0,5.0,4.372532188841202,1.192156868167381
General Practice Attorney,1152,1.0,5.0,4.789930555555555,0.7681559685672983
Bus Charter,1151,1.0,5.0,4.072111207645525,1.463472573610132
Ophthalmologist,1148,1.0,5.0,4.5008710801393725,1.170324409350273
Granite Supplier,1140,1.0,5.0,4.489473684210527,1.1751276934371064
Screen Printer,1140,1.0,5.0,4.632456140350877,1.0026300457348163
Flooring Contractor,1139,1.0,5.0,4.652326602282704,0.9281391584536993
Fence Contractor,1138,1.0,5.0,4.333919156414763,1.3312794384826345
Home Health Care Service,1132,1.0,5.0,4.295936395759718,1.3547771544807006
Computer Security Service,1131,1.0,5.0,4.703801945181255,0.8893537733606928
Home Builder,1131,1.0,5.0,4.327144120247569,1.2561201240075077
Custom Home Builder,1129,1.0,5.0,4.765279007971657,0.7926965699749681
Podiatrist,1127,1.0,5.0,4.351375332741792,1.2800058865020103
Truck Accessories Store,1125,1.0,5.0,4.068444444444444,1.486514043519823
Travel Agency,1125,1.0,5.0,3.926222222222222,1.4657648473012386
Camping Store,1124,1.0,5.0,3.9955516014234878,1.353396097066184
Children's Museum,1120,1.0,5.0,4.273214285714285,1.0460344404250481
Tapas Restaurant,1119,1.0,5.0,4.184092940125112,1.032597872855279
Pet Trainer,1114,1.0,5.0,4.438958707360862,1.2035994205837732
Entertainer,1112,1.0,5.0,4.442446043165468,1.1154413086387076
Window Supplier,1108,1.0,5.0,4.451263537906137,1.18419592631976
Wi-Fi Spot,1107,1.0,5.0,4.2682926829268295,1.1061708684505385
Sports Medicine Clinic,1105,1.0,5.0,4.546606334841629,1.1114725241228964
Car Racing Track,1105,1.0,5.0,4.304977375565611,1.0726434502703872
Condominium Complex,1105,1.0,5.0,3.8615384615384616,1.4451992568022443
Adult Education School,1104,1.0,5.0,4.4375,1.1456439237389595
Mechanical Contractor,1103,1.0,5.0,4.596554850407978,1.0510848722819977
Fishing Store,1100,1.0,5.0,4.109090909090909,1.349993795998648
Student Housing Center,1097,1.0,5.0,3.1020966271649955,1.5841842571896934
Fabric Store,1094,1.0,5.0,3.8610603290676417,1.394303260706351
Community Center,1091,1.0,5.0,4.2419798350137485,1.1886764374662668
Mongolian Barbecue Restaurant,1087,1.0,5.0,4.0137994480220796,1.1284015521402935
Medical Supply Store,1086,1.0,5.0,4.023941068139963,1.4920302971400223
Television Repair Service,1083,1.0,5.0,3.9547553093259467,1.5634406256055493
Swimming Pool Supply Store,1083,1.0,5.0,4.240997229916897,1.3293570371254595
Gymnastics Center,1079,1.0,5.0,4.305838739573679,1.2095297296556453
Go Kart Track,1078,1.0,5.0,3.938775510204082,1.329599874074098
Financial Planner,1077,1.0,5.0,4.172701949860724,1.4213838998748134
Music School,1075,1.0,5.0,4.59906976744186,0.9879153746616979
Lingerie Store,1074,1.0,5.0,4.138733705772812,1.2808463090180329
Persian Restaurant,1073,1.0,5.0,4.122087604846225,1.0965543574014662
RV Repair Shop,1070,1.0,5.0,4.122429906542056,1.4645680176229938
Pilates Studio,1070,1.0,5.0,4.522429906542056,1.0713383402685024
